Número Licitação;Número Processo;Objeto;Modalidade Compra;Situação Licitação;Código Órgão Superior;Nome Órgão Superior;Código Órgão;Nome Órgão;Código UG;Nome UG;Município;Data Resultado Compra;Data Abertura; Valor Licitação 
72019;SCDL/000011/2019;Objeto: Pagamento de seguro obrigatório de veículos;Dispensa de Licitação;Encerrado;35000;Ministério das Relações Exteriores;35000;Ministério das Relações Exteriores - Unidades;240002;2A.COMISSAO BRASILEIRA DEMARCADORA DE LIMITES;RIO DE JANEIRO;29/01/2019;;R$ 500
82018;000313/2018-IMBEL;Objeto: Pregão Eletrônico -  Eventual aquisição de solução de infraestrutura computacional hiperconvergente com armazenamento de dados definido por software para ambientes de virtualização visando ampliação e melhoria da estrutura de tecnologia da informação e comunicação da IMBEL, contemplando serviços de implantação, configuração, migração, garantia, suporte técnico, atualização contínua e capacitação de equipe, servidores de rede, licenças de sistema operacional, IDRAC e software de backup.;Pregão - Registro de Preço;Evento de Resultado de Julgame;52000;Ministério da Defesa;52221;Indústria de Material Bélico do Brasil;168003;INDUSTRIA DE MATERIAL BELICO DO BRASIL - GAB;BRASILIA;30/01/2019;18/01/2019;R$ 707.880
82018;8,05E+12;Objeto: Pregão Eletrônico -  Contratação de empresa(s) para execução direta de serviços de dedetização geral (desinsetização, desratização e descupinização), limpeza geral de caixas d água, limpeza geral de fossas sépticas e caixa de gordura.;Pregão - Registro de Preço;Evento de Resultado de Julgame;52000;Ministério da Defesa;52121;Comando do Exército;160167;53 BATALHAO DE INFANTARIA DE SELVA;ITAITUBA;16/01/2019;07/01/2019;R$ 56.150
82018;025/2018;Objeto: Pregão Eletrônico -  Contratação de empresa especializada na Prestação de Serviços de Atividades de Mensageiro Motorizado (motoboy), incluído o fornecimento do veículo (moto) e todo o material e demais equipamentos necessários à execução adequada dos serviços de transporte de expedientes e pequenas encomendas, sendo 01 (um) mensageiro fixo.;Pregão;Divulgado;99900;República Federativa do Brasil;93320;Estado do Amazonas;926187;COMPANHIA DE GÁS DA AMAZONAS - AM;Inválido;03/01/2019;19/12/2018;R$ 52.800
82018;8,30E+15;Informação protegida por sigilo nos termos da legislação vigente;Pregão;Evento de Resultado de Julgame;30000;Ministério da Justiça e Segurança Pública;30108;Departamento de Polícia Federal;200404;SUPERINTENDENCIA REGIONAL NO ESTADO DE TO;PALMAS;15/01/2019;27/12/2018;R$ 124.650
82018;8,67E+15;"Objeto: Pregão Eletrônico -  Registro de Preço para aquisição de ESPARGIDORES LACRIMOGÊNEOS PIMENTA (OC), na versão para uso coletivo em Operações de Controle de Distúrbios - OCD, e também em outro modelo, de uso individual, para porte do Policial Rodoviário Federal; conforme condições, quantidades, exigências e estimativas, inclusive as encaminhadas pelos órgãos e entidades participantes, estabelecidas no Termo de Referência.";Pregão - Registro de Preço;Evento de Resultado de Julgame;30000;Ministério da Justiça e Segurança Pública;30802;Departamento de Polícia Rodoviária Federal;200233;SUPERINTENDENCIA REG. POL. RODV. FEDERAL-AP;MACAPA;22/01/2019;10/01/2019;R$ 1.945.223
82018;8,70E+15;Objeto: Pregão Eletrônico -  Contratação de soluções de gerenciamento de identidade, gerenciamento de acessos privilegiados e correlacionamento de eventos, para atender às necessidades do Conselho Administrativo de Defesa Econômica - Cade.;Pregão - Registro de Preço;Evento de Resultado de Julgame;30000;Ministério da Justiça e Segurança Pública;30211;Conselho Administrativo de Defesa Econômica;303001;CONSELHO ADMINISTRATIVO DE DEFESA ECONOMICA;BRASILIA;10/01/2019;27/11/2018;R$ 411.250
82018;9,02E+15;Objeto: Pregão Eletrônico -  Serviço especializado em Tecnologia da Informação (TI), para organização, implantação, desenvolvimento e execução continuada de atividades de suporte técnico remoto e presencial a usuários de soluções de TI;Pregão;Publicado;35000;Ministério das Relações Exteriores;35000;Ministério das Relações Exteriores - Unidades;240010;DEPTO DE TECNOLOGIA E GESTÃO DA INFORMAÇÃO;BRASILIA;11/01/2019;21/12/2018;R$ 1.813.680
82018;1,01E+16;Objeto: Pregão Eletrônico -  O objeto da presente licitação é a escolha da proposta mais vantajosa para a contratação  de serviços de manutenção preventiva em 01 (um) Grupo Gerador a diesel, com fornecimento  de insumos necessários para realização do serviço, tais como óleos, aditivos, graxas, filtros  em geral e lubrificantes entre outros, para atender as necessidades da Alfandega da Receita  Federal do Brasil em Ponta Porã/MS (ALF/PPA).;Pregão;Evento de Resultado de Julgame;25000;Ministério da Economia;25000;Ministério da Economia - Unidades com vínculo;170111;INSPETORIA DA RFB EM PONTA PORA;PONTA PORA;03/01/2019;13/12/2018;R$ 8.000
82018;1,10E+16;Objeto: Contratação de pessoa jurídica especializada para a execução dos serviços continuados de revisão, assistência técnica e manutenção preventiva e corretiva, com substituição de peças, para os dois elevadores instalados no prédio-sede da Delegacia da Receita Federal do Brasil em Passo Fundo (DRF/PFO);Dispensa de Licitação;Encerrado;25000;Ministério da Economia;25000;Ministério da Economia - Unidades com vínculo;170179;DELEGACIA DA RFB EM PASSO FUNDO;PASSO FUNDO;08/01/2019;;R$ 7.800
82018;128/2018;Objeto: Pregão Eletrônico -  Contratação de empresa para prestação de serviços de impressão de capas, contracapas, folha de informe e montagem de carnês de IPTU (Imposto Predial e Territorial Urbano) para o exercício de 2019 do município de Valença / RJ.;Pregão;Divulgado;99900;República Federativa do Brasil;95320;Estado do Rio de Janeiro;926754;EMP DE PROC. DE DADOS DE VOLTA REDONDA;Inválido;09/01/2019;19/12/2018;R$ 15.250
82018;2,12E+16;Objeto: Pregão Eletrônico -  Aquisição de material de expediente conforme especificações, condições e quantidades estabelecidas no termo de referência.;Pregão - Registro de Preço;Divulgado;22000;Ministério da Agricultura, Pecuária e Abastec;22211;Companhia Nacional de Abastecimento;135626;CONAB SEDE SUREG DISTRITO FEDERAL E ENTORNO;BRASILIA;23/01/2019;14/12/2018;R$ 1.282
82018;218090000782017-5;Objeto: Pregão Eletrônico -  Aquisição de materiais de consumo caracterizados como materiais de carpintaria e marcenaria  cujo o objetivo é suprir as necessidades de manutenção e conservação dos bens móveis e imóveis da CEPLAC/SUPAM nas Unidades de Pesquisa, Extensão e Administração, conforme requisição  008/2017 de SESAF/NUTAX.;Pregão - Registro de Preço;Evento de Resultado de Julgame;22000;Ministério da Agricultura, Pecuária e Abastec;22000;Ministério da Agricultura, Pecuária e Abastec;130126;SUPERINT.REG.DE DESENV.DA LAV.CACAUEIRA/PA;BELEM;28/01/2019;03/01/2019; R$ -   
82018;2,31E+16;Objeto: Pregão Eletrônico -  Contratação de empresa especializada para a exploração comercial dos serviços de Restaurante e Lanchonete na Universidade Federal de Minas Gerais-UFMG, de forma segura e com qualidade sanitária, sensorial, nutricional e ambiental garantidas, utilizando na execução dos serviços mão de obra especializada e capacitada.;Pregão;Publicado;26000;Ministério da Educação;26238;Universidade Federal de Minas Gerais;153254;ADMINISTRACAO GERAL/UFMG;BELO HORIZONTE;03/01/2019;04/12/2018;R$ 713
82018;2,32E+16;Objeto: Pregão Eletrônico -  Registro de preços para eventual aquisição de materiais gráficos, de plotagem, de impressão digital e de comunicação visual, conforme condições, quantidades e exigências estabelecidas no edital e seus anexos.;Pregão - Registro de Preço;Evento de Resultado de Julgame;26000;Ministério da Educação;26407;Instituto Federal Goiano;158124;IF GOIANO;GOIANIA;17/01/2019;21/11/2018;R$ 12.316
82018;2,32E+16;Objeto: Pregão Eletrônico -  Contratação de empresas especializadas para prestação continuada de serviços de vigilância armada/desarmada e recepção;Pregão;Evento de Resultado de Julgame;26000;Ministério da Educação;26421;Instituto Federal de Rondônia;158342;INST.FED.RONDONIA/CAMPUS VILHENA;VILHENA;29/01/2019;04/12/2018;R$ 381.072
82018;2,32E+16;Objeto: Pregão Eletrônico -  Contratação de empresa para aquisição de medicamentos veterinários e materiais de consumo, para o Departamento de Produção e Apoio Didático do IFMA - Campus São Luís Maracanã.;Pregão - Registro de Preço;Publicado;26000;Ministério da Educação;26408;Instituto Federal do Maranhão;158276;INST.FED.DO MARANHAO/CAMPUS SAO LUIS-MACARANA;SAO LUIS;02/01/2019;13/12/2018;R$ 338
82018;2,33E+16;Objeto: Pregão Eletrônico -  Contratação de empresa para prestação de serviço de manutenção/reparo predial e serviços correlatos com fornecimentos de insumos.;Pregão - Registro de Preço;Evento de Resultado de Julgame;26000;Ministério da Educação;26415;Instituto Federal do Mato Grosso do Sul;158450;INST. FED. DO MS/CAMPUS CORUMBA;CORUMBA;23/01/2019;22/01/2019;R$ 36.031
82018;2,34E+16;Objeto: Pregão Eletrônico -  Aquisição de Gás a Granel em regime de comodato;Pregão - Registro de Preço;Evento de Resultado de Julgame;26000;Ministério da Educação;26422;Instituto Federal Catarinense;158462;IF CATARINENSE - CAMPUS SANTA ROSA DO SUL;SANTA ROSA DO SUL;08/01/2019;28/12/2018;R$ 60.750
82018;2,35E+16;Objeto: Pregão Eletrônico -  Aquisição de filmadora e equipamentos de  enfermaria.;Pregão - Registro de Preço;Publicado;26000;Ministério da Educação;26412;Instituto Federal do Sul de Minas Gerais;154810;IFSULDEMINAS - CAMPUS PASSOS;PASSOS;30/01/2019;21/01/2019;R$ 2.878
82018;2,50E+16;Objeto: Serviço de manutenção de 02 NO-BREAKS/LOGMASTER/VIPMASTER M/2000/2 KVA - E 220V - S 110V registrados pelos seguintes patrimônios: al-002605 e al-002606, para troca de 08 capacitores.;Dispensa de Licitação;Encerrado;36000;Ministério da Saúde;36000;Ministério da Saúde - Unidades com vínculo di;250013;NUCLEO ESTADUAL DO MS/AL;MACEIO;10/01/2019;;R$ 760
82018;2,51E+16;Objeto: Pregão Eletrônico -  O objeto da presente licitação é a escolha da proposta mais vantajosa para a Contratação de Empresa Especializada na Prestação de Serviços de Apoio Administrativo destinado à Sede, Polos Base e CASAIs, adstritas ao DSEI Xingu/SESAI/MS, conforme condições, quantidades e exigências estabelecidas neste Edital e seus anexos;Pregão;Publicado;36000;Ministério da Saúde;36000;Ministério da Saúde - Unidades com vínculo di;257041;DISTRITO SANIT.ESP.INDIGENA - XINGU;CANARANA;28/01/2019;09/01/2019;R$ 2.675.230
82018;2,51E+16;Objeto: Pregão Eletrônico -  Contratação de empresa especializada para prestação de serviços continuados de manutenção preventiva e corretiva, assistência técnica com fornecimento de peças, componentes, equipamentos e acessórios, instalação e desinstalação dos aparelhos de ares-condicionados e centrais de ar existentes ou que venham a ser adquiridos pelo órgão e elaboração, implantação e execução do Plano de Manutenção, Operação e Controle   PMOC dos respectivos sistemas de climatização, em cumprimento ao estabe;Pregão;Evento de Anulação Publicado;36000;Ministério da Saúde;36000;Ministério da Saúde - Unidades com vínculo di;257049;DISTRITO SANIT.ESP.INDIGENA - PORTO VELHO;PORTO VELHO;08/01/2019;04/12/2018; R$ -   
82018;2,52E+16;Objeto: Pregão Eletrônico -  Contratação de empresa especializada na Prestação de Serviços Médicos e Laboratoriais, assim distribuídos: Exames de rotinas e especializados de laboratoriais, especializados diagnosticados por imagem e consultas médicas especializadas, com emissão de laudo pericial com nexo causal, para atender demanda de pacientes de Antecipação de Tutela, Portadores de Doenças Ocupacionais e Acidentes de Trabalho da FUNASA/SUEST/PA.;Pregão;Evento de Resultado de Julgame;36000;Ministério da Saúde;36211;Fundação Nacional de Saúde;255014;FUNDACAO NACIONAL DE SAUDE - PA;BELEM;22/01/2019;08/01/2019;R$ 1.083.475
82018;330;Objeto: Pregão Eletrônico -  Registro de preços para aquisição de leite em pó integral instantâneo.;Pregão - Registro de Preço;Divulgado;99900;República Federativa do Brasil;95420;Estado de São Paulo;926639;FUNDAÇÃO HELIO AUGUSTO DE SOUZA;Inválido;11/01/2019;12/11/2018;R$ 30.958
82018;3,52E+16;Objeto: Pregão Eletrônico -  Contratação de serviços de manutenção predial preventiva e corretiva, de forma contínua e por demanda, com fornecimento de materiais, peças e componentes, nos imóveis da Gerência Executiva do INSS em Canoas/RS, e respectivas unidades vinculadas, que deverão observar os padrões mínimos de qualidade exigíveis e, ainda, de acordo com o disposto no Edital e seus anexos.;Pregão;Evento de Alteração Publicado;25000;Ministério da Economia;37202;Instituto Nacional do Seguro Social;510921;GERÊNCIA EXECUTIVA CANOAS;CANOAS;17/01/2019;17/01/2019;R$ 761.223
82018;3,54E+16;Objeto: Contratação do serviço de fornecimento de água e saneamento para a APS Guaramirim, para o período de 2019.;Inexigibilidade de Licitação;Publicado;25000;Ministério da Economia;37202;Instituto Nacional do Seguro Social;510193;GERÊNCIA EXECUTIVA JOINVILLE;JOINVILLE;21/01/2019;;R$ 661
82018;4,62E+16;Objeto: Pregão Eletrônico -  Contratação de serviços continuados de limpeza, asseio e conservação predial, com o fornecimento de mão de obra exclusiva, materiais e equipamentos;Pregão;Evento de Resultado de Julgame;25000;Ministério da Economia;38901;Fundo de Amparo ao Trabalhador;380937;SUPERINTENDÊNCIA REGIONAL DO TRABALHO/GO;GOIANIA;23/01/2019;26/12/2018;R$ 621.518
82018;487/2018;Objeto: Pregão Eletrônico -  O presente Pregão tem como objetivo a contratação de empresa especializada para prestação de serviço terceirizado, de natureza continua para 1 (um) posto de vigilância  desarmada  para a Sede do Coren/CE, conforme descrito no edital e seus anexos.;Pregão;Divulgado;38568;Sem informação;38568;Sem informação;926587;CONSELHO REGIONAL DE ENFERMAGEM DO CEARÁ;Inválido;09/01/2019;14/12/2018;R$ 44.379
82018;5,96E+16;Objeto: Pregão Eletrônico -  Fornecimento, transporte, carga e descarga de materiais para apicultura, piscicultura, barcos motorizados e kits de irrigação, com vistas a atender às demandas dos produtores rurais que se destinam ao desenvolvimento de atividades agrícolas nas áreas de jurisdição da CODEVASF/8ªSR, Estado do Maranhão;Pregão - Registro de Preço;Publicado;53000;Ministério do Desenvolvimento Regional;22203;Companhia de Desenvolvimento dos Vales do São;195015;CIA DE DES.DOS VALES DO S.FRANC.E DO PARNAIBA;SAO LUIS;11/01/2019;23/10/2018; R$ -   
82018;6,31E+16;Objeto: Pregão Eletrônico -  Registro de preços para aquisição de medicamentos especiais, de alto custo, visando atender às necessidades da Policlínica Naval Nossa Senhora da Glória (PNNSG).;Pregão - Registro de Preço;Publicado;52000;Ministério da Defesa;52131;Comando da Marinha;765704;POLICLINICA NAVAL NOSSA SENHORA DA GLORIA;RIO DE JANEIRO;03/01/2019;14/12/2018;R$ 114.509
82018;63073026512017-57;Objeto: Contratação de serviços relativos a aquisção de produtos, carta comercial com aviso de recebimento, correio internacional, serviços de encomenda, nacionais e serviços telemáticos.;Inexigibilidade de Licitação;Publicado;52000;Ministério da Defesa;52131;Comando da Marinha;746000;DIRETORIA DE OBRAS CIVIS DA MARINHA;RIO DE JANEIRO;14/01/2019;;R$ 2.500
82018;6,34E+16;Objeto: Pregão Eletrônico -  Aquisição  de equipamento de informática e telecomunicações.;Pregão - Registro de Preço;Publicado;52000;Ministério da Defesa;52131;Comando da Marinha;753000;INSTITUTO DE EST. DO MAR ALTE PAULO MOREIRA;ARRAIAL DO CABO;24/01/2019;29/10/2018;R$ 7.000
82018;6,40E+16;Objeto: Pregão Eletrônico -  O  objetivo o registro de preços para eventual  aquisição de materiais de  hidráulica, destinados à manutenção e conservação das construções e edificações nas áreas adjacentes aos Faróis, sob responsabilidade do  Centro de Auxílio à Navegação Almirante Moraes Rego (CAMR), conforme condições, quantidades, exigências e estimativas prevista neste Instrumento.;Pregão - Registro de Preço;Publicado;52000;Ministério da Defesa;52131;Comando da Marinha;751212;BASE DE HIDROGRAFIA DA MARINHA EM NITEROI;NITEROI;08/01/2019;04/10/2018;R$ 232
82018;6,40E+16;Objeto: Pregão Eletrônico -  Registro de preços para futura e eventual aquisição de materiais de higiênização e limpeza, visando atender as necessidades do 19º Batalhão de Caçadores e as Organizações Militares participantes do Grupo de Controle e Acompanhamento de Licitações (GCAL) da 6ª Região Militar.;Pregão - Registro de Preço;Evento de Suspensão Publicado;52000;Ministério da Defesa;52121;Comando do Exército;160033;19º BATALHÃO DE CACADORES;SALVADOR;11/01/2019;06/12/2018;R$ 135.420
82018;6,40E+16;Objeto: Pregão Eletrônico -  Eventual aquisição de materiais permanentes e de consumo para o Laboratório de Ensaios Tecnológicos (solos, asfalto e concreto) para a Restauração do Aeroporto de Dourados/MS, Construção de Pista de Taxiway para o BAvEx (Campo Grande/MS) e Laboratório do 9º BEC.;Pregão - Registro de Preço;Evento de Resultado de Julgame;52000;Ministério da Defesa;52121;Comando do Exército;160157;9 BATALHAO DE ENGENHARIA DE CONSTRUCAO;CUIABA;28/01/2019;21/11/2018;R$ 1.189
82018;6,41E+15;Objeto: Prestação continuada de serviços de fisioterapia, acupuntura, fonoaudiologia, psicologia, cardiologia e reabilitação em geral;Inexigibilidade de Licitação;Publicado;52000;Ministério da Defesa;52121;Comando do Exército;160155;2  BATALHAO DE FRONTEIRA;CACERES;28/01/2019;;R$ 300.000
82018;6,43E+16;Objeto: Pregão Eletrônico -  Constitui objeto desta licitação para eventual contratação de empresa especializada para locação de equipamentos de segurança, e aquisição de serviços e equipamentos de informática com as descrições constantes do termo de referência.;Pregão;Evento de Resultado de Julgame;52000;Ministério da Defesa;52121;Comando do Exército;160064;COLEGIO  MILITAR DE BRASILIA;BRASILIA;23/01/2019;04/01/2019;R$ 966.647
82018;6,43E+16;"Objeto: Pregão Eletrônico -  Aquisição eventual de Gêneros de Alimentação (água, sucos e refrigerantes; frios e carnes congeladas; gêneros alimentícios processados; biscoitos, pães e sorvetes; laticínios; dentre outros) (DIVERSOS) do Quantitativo de Rancho (QR), destinado às Organizações Militares localizadas na sede da 11ª Região Militar, conforme condições, quantidades estimativas e exigências, inclusive as encaminhadas pelos órgãos e entidades participantes, estabelecidas no Termo de Referência.";Pregão - Registro de Preço;Evento de Resultado de Julgame;52000;Ministério da Defesa;52121;Comando do Exército;160065;COMANDO DA 11A. REGIAO MILITAR;BRASILIA;24/01/2019;08/11/2018;R$ 20.598
